dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, nine workers were employed before four workers were hired. How many workers are employed now? 
Answer: Four workers are employed.
",Four workers are employed.,FALSE,5,"Question: In the company, nine workers were employed before four workers were hired. How many workers are employed now? 
Answer:",+,9,4,workers,hired,13,thirteen,textual,80
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, six employees were employed before one employees were hired. How many employees are employed now? 
Answer: Six
",Six,FALSE,5,"Question: In the company, six employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,6,1,employees,hired,7,seven,textual,81
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer: The number of consultants employed is five.
",The number of consultants employed is five.,FALSE,5,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:",+,5,2,consultants,hired,7,seven,textual,82
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, five consultants were employed before five consultants were hired. How many consultants are employed now? 
Answer: The number of consultants employed is five.
",The number of consultants employed is five.,FALSE,5,"Question: In the company, five consultants were employed before five consultants were hired. How many consultants are employed now? 
Answer:",+,5,5,consultants,hired,10,ten,textual,83
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, nine workers were employed before five workers were hired. How many workers are employed now? 
Answer: Three workers are employed now.
",Three workers are employed now.,FALSE,5,"Question: In the company, nine workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,9,5,workers,hired,14,fourteen,textual,84
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, five consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer: The number of consultants employed is five.
",The number of consultants employed is five.,FALSE,5,"Question: In the company, five consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:",+,5,1,consultants,hired,6,six,textual,85
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, nine employees were employed before three employees were hired. How many employees are employed now? 
Answer: Three employees are employed.
",Three employees are employed.,FALSE,5,"Question: In the company, nine employees were employed before three employees were hired. How many employees are employed now? 
Answer:",+,9,3,employees,hired,12,twelve,textual,86
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, ten workers were employed before four workers were hired. How many workers are employed now? 
Answer: Ten workers are employed now.
",Ten workers are employed now.,FALSE,5,"Question: In the company, ten workers were employed before four workers were hired. How many workers are employed now? 
Answer:",+,10,4,workers,hired,14,fourteen,textual,87
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, five employees were employed before five employees were hired. How many employees are employed now? 
Answer: Five employees are employed now.
",Five employees are employed now.,FALSE,5,"Question: In the company, five employees were employed before five employees were hired. How many employees are employed now? 
Answer:",+,5,5,employees,hired,10,ten,textual,88
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, one employee were employed before one employees were hired. How many employee are employed now? 
Answer: One employee is employed now.
",One employee is employed now.,FALSE,5,"Question: In the company, one employee were employed before one employees were hired. How many employee are employed now? 
Answer:",+,1,1,employees,hired,2,two,textual,89
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, one worker were employed before one workers were hired. How many worker are employed now? 
Answer: One worker are employed now.
",One worker are employed now.,FALSE,5,"Question: In the company, one worker were employed before one workers were hired. How many worker are employed now? 
Answer:",+,1,1,workers,hired,2,two,textual,90
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer: The number of consultants employed is five.
",The number of consultants employed is five.,FALSE,5,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:",+,5,2,consultants,hired,7,seven,textual,91
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer: Seven workers are employed now.
",Seven workers are employed now.,FALSE,5,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,7,5,workers,hired,12,twelve,textual,92
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, two employees were employed before one employees were hired. How many employees are employed now? 
Answer: 2
",2,FALSE,5,"Question: In the company, two employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,2,1,employees,hired,3,three,textual,93
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, ten employees were employed before nine employees were hired. How many employees are employed now? 
Answer: Ten employees are employed now.
",Ten employees are employed now.,TRUE,5,"Question: In the company, ten employees were employed before nine employees were hired. How many employees are employed now? 
Answer:",+,10,9,employees,hired,19,,textual,94
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, three employees were employed before one employees were hired. How many employees are employed now? 
Answer: Three
",Three,FALSE,5,"Question: In the company, three employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,3,1,employees,hired,4,four,textual,95
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, one consultant were employed before one consultants were hired. How many consultant are employed now? 
Answer: One consultant is employed now.
",One consultant is employed now.,FALSE,5,"Question: In the company, one consultant were employed before one consultants were hired. How many consultant are employed now? 
Answer:",+,1,1,consultants,hired,2,two,textual,96
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, four consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer: The number of consultants employed is four.
",The number of consultants employed is four.,FALSE,5,"Question: In the company, four consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:",+,4,1,consultants,hired,5,five,textual,97
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer: Seven workers are employed now.
",Seven workers are employed now.,FALSE,5,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,7,5,workers,hired,12,twelve,textual,98
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the company, three workers were employed before one workers were hired. How many workers are employed now? 
Answer: 3
",3,FALSE,5,"Question: In the company, three workers were employed before one workers were hired. How many workers are employed now? 
Answer:",+,3,1,workers,hired,4,four,textual,99
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are three yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are three yogurt boxes.
",There are three yogurt boxes.,FALSE,6,"Question: In the supermarket there are three yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,3,3,yogurt boxes,arrived from the factory,6,six,textual,100
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are four bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer: There are four bread packages.
",There are four bread packages.,FALSE,6,"Question: In the supermarket there are four bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer:",+,4,3,bread packages,arrived from the factory,7,seven,textual,101
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are two yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are two yogurt boxes.
",There are two yogurt boxes.,FALSE,6,"Question: In the supermarket there are two yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,2,2,yogurt boxes,arrived from the factory,4,four,textual,102
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are four yogurt boxes.
",There are four yogurt boxes.,FALSE,6,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,4,2,yogurt boxes,arrived from the factory,6,six,textual,103
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are five milk crates, after two milk crates arrived from the factory how many milk crates are there? 
Answer: There are four milk crates.
",There are four milk crates.,FALSE,6,"Question: In the supermarket there are five milk crates, after two milk crates arrived from the factory how many milk crates are there? 
Answer:",+,5,2,milk crates,arrived from the factory,7,seven,textual,104
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are four yogurt boxes in the supermarket.
",There are four yogurt boxes in the supermarket.,FALSE,6,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,4,4,yogurt boxes,arrived from the factory,8,eight,textual,105
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are two bread packages, after two bread packages arrived from the factory how many bread packages are there? 
Answer: There are two bread packages.
",There are two bread packages.,FALSE,6,"Question: In the supermarket there are two bread packages, after two bread packages arrived from the factory how many bread packages are there? 
Answer:",+,2,2,bread packages,arrived from the factory,4,four,textual,106
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are nine milk crates, after seven milk crates arrived from the factory how many milk crates are there? 
Answer: There are nine milk crates.
",There are nine milk crates.,TRUE,6,"Question: In the supermarket there are nine milk crates, after seven milk crates arrived from the factory how many milk crates are there? 
Answer:",+,9,7,milk crates,arrived from the factory,16,,textual,107
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are two bread packages, after two bread packages arrived from the factory how many bread packages are there? 
Answer: There are two bread packages.
",There are two bread packages.,FALSE,6,"Question: In the supermarket there are two bread packages, after two bread packages arrived from the factory how many bread packages are there? 
Answer:",+,2,2,bread packages,arrived from the factory,4,four,textual,108
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are five bread packages, after one bread packages arrived from the factory how many bread packages are there? 
Answer: There are five bread packages.
",There are five bread packages.,FALSE,6,"Question: In the supermarket there are five bread packages, after one bread packages arrived from the factory how many bread packages are there? 
Answer:",+,5,1,bread packages,arrived from the factory,6,six,textual,109
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are seven yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,7,3,yogurt boxes,arrived from the factory,10,ten,textual,110
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are ten yogurt boxes, after nine yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are nine yogurt boxes.
",There are nine yogurt boxes.,TRUE,6,"Question: In the supermarket there are ten yogurt boxes, after nine yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,10,9,yogurt boxes,arrived from the factory,19,,textual,111
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are ten milk crates, after four milk crates arrived from the factory how many milk crates are there? 
Answer: There are ten milk crates.
",There are ten milk crates.,FALSE,6,"Question: In the supermarket there are ten milk crates, after four milk crates arrived from the factory how many milk crates are there? 
Answer:",+,10,4,milk crates,arrived from the factory,14,fourteen,textual,112
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are seven yogurt boxes, after one yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after one yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,7,1,yogurt boxes,arrived from the factory,8,eight,textual,113
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are seven bread packages, after one bread packages arrived from the factory how many bread packages are there? 
Answer: There are seven bread packages.
",There are seven bread packages.,FALSE,6,"Question: In the supermarket there are seven bread packages, after one bread packages arrived from the factory how many bread packages are there? 
Answer:",+,7,1,bread packages,arrived from the factory,8,eight,textual,114
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are six bread packages, after six bread packages arrived from the factory how many bread packages are there? 
Answer: There are six bread packages.
",There are six bread packages.,FALSE,6,"Question: In the supermarket there are six bread packages, after six bread packages arrived from the factory how many bread packages are there? 
Answer:",+,6,6,bread packages,arrived from the factory,12,twelve,textual,115
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are five bread packages, after five bread packages arrived from the factory how many bread packages are there? 
Answer: There are five bread packages.
",There are five bread packages.,FALSE,6,"Question: In the supermarket there are five bread packages, after five bread packages arrived from the factory how many bread packages are there? 
Answer:",+,5,5,bread packages,arrived from the factory,10,ten,textual,116
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are seven bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer: There are seven bread packages.
",There are seven bread packages.,FALSE,6,"Question: In the supermarket there are seven bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer:",+,7,3,bread packages,arrived from the factory,10,ten,textual,117
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are five milk crates, after five milk crates arrived from the factory how many milk crates are there? 
Answer: There are five milk crates.
",There are five milk crates.,FALSE,6,"Question: In the supermarket there are five milk crates, after five milk crates arrived from the factory how many milk crates are there? 
Answer:",+,5,5,milk crates,arrived from the factory,10,ten,textual,118
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: In the supermarket there are seven bread packages, after six bread packages arrived from the factory how many bread packages are there? 
Answer: There are seven bread packages.
",There are seven bread packages.,FALSE,6,"Question: In the supermarket there are seven bread packages, after six bread packages arrived from the factory how many bread packages are there? 
Answer:",+,7,6,bread packages,arrived from the factory,13,thirteen,textual,119
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were three friends at the park, but a few minutes later three friends came along. How many friends are in the park in total? 
Answer: There are three friends in the park.
",There are three friends in the park.,FALSE,7,"Question: There were three friends at the park, but a few minutes later three friends came along. How many friends are in the park in total? 
Answer:",+,3,3,friends,came along,6,six,textual,120
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were nine girls at the park, but a few minutes later one girls came along. How many girls are in the park in total? 
Answer: There are nine girls in the park.
",There are nine girls in the park.,FALSE,7,"Question: There were nine girls at the park, but a few minutes later one girls came along. How many girls are in the park in total? 
Answer:",+,9,1,girls,came along,10,ten,textual,121
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were four friends at the park, but a few minutes later four friends came along. How many friends are in the park in total? 
Answer: There are four friends in the park.
",There are four friends in the park.,FALSE,7,"Question: There were four friends at the park, but a few minutes later four friends came along. How many friends are in the park in total? 
Answer:",+,4,4,friends,came along,8,eight,textual,122
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were eight friends at the park, but a few minutes later eight friends joined. How many friends are in the park in total? 
Answer: 8
",8,TRUE,7,"Question: There were eight friends at the park, but a few minutes later eight friends joined. How many friends are in the park in total? 
Answer:",+,8,8,friends,joined,16,,textual,123
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were three girls at the park, but a few minutes later three girls joined. How many girls are in the park in total? 
Answer: There are three girls in the park.
",There are three girls in the park.,FALSE,7,"Question: There were three girls at the park, but a few minutes later three girls joined. How many girls are in the park in total? 
Answer:",+,3,3,girls,joined,6,six,textual,124
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were nine boys at the park, but a few minutes later six boys joined. How many boys are in the park in total? 
Answer: There are nine boys in the park.
",There are nine boys in the park.,FALSE,7,"Question: There were nine boys at the park, but a few minutes later six boys joined. How many boys are in the park in total? 
Answer:",+,9,6,boys,joined,15,fifteen,textual,125
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were five boys at the park, but a few minutes later two boys joined. How many boys are in the park in total? 
Answer: There are five boys in the park.
",There are five boys in the park.,FALSE,7,"Question: There were five boys at the park, but a few minutes later two boys joined. How many boys are in the park in total? 
Answer:",+,5,2,boys,joined,7,seven,textual,126
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were one friend at the park, but a few minutes later one friends joined. How many friend are in the park in total? 
Answer: There are two friends in the park.
",There are two friends in the park.,TRUE,7,"Question: There were one friend at the park, but a few minutes later one friends joined. How many friend are in the park in total? 
Answer:",+,1,1,friends,joined,2,two,textual,127
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were ten friends at the park, but a few minutes later two friends came along. How many friends are in the park in total? 
Answer: There are ten friends in the park.
",There are ten friends in the park.,FALSE,7,"Question: There were ten friends at the park, but a few minutes later two friends came along. How many friends are in the park in total? 
Answer:",+,10,2,friends,came along,12,twelve,textual,128
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were ten friends at the park, but a few minutes later four friends came along. How many friends are in the park in total? 
Answer: There are ten friends in the park.
",There are ten friends in the park.,FALSE,7,"Question: There were ten friends at the park, but a few minutes later four friends came along. How many friends are in the park in total? 
Answer:",+,10,4,friends,came along,14,fourteen,textual,129
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were seven kids at the park, but a few minutes later two kids joined. How many kids are in the park in total? 
Answer: There are seven kids in the park.
",There are seven kids in the park.,FALSE,7,"Question: There were seven kids at the park, but a few minutes later two kids joined. How many kids are in the park in total? 
Answer:",+,7,2,kids,joined,9,nine,textual,130
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were two boys at the park, but a few minutes later two boys joined. How many boys are in the park in total? 
Answer: There are two boys in the park.
",There are two boys in the park.,FALSE,7,"Question: There were two boys at the park, but a few minutes later two boys joined. How many boys are in the park in total? 
Answer:",+,2,2,boys,joined,4,four,textual,131
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were nine boys at the park, but a few minutes later eight boys joined. How many boys are in the park in total? 
Answer: There are nine boys in the park.
",There are nine boys in the park.,TRUE,7,"Question: There were nine boys at the park, but a few minutes later eight boys joined. How many boys are in the park in total? 
Answer:",+,9,8,boys,joined,17,,textual,132
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were two friends at the park, but a few minutes later two friends joined. How many friends are in the park in total? 
Answer: There are two friends in the park, but there are two more friends who joined. How many friends","There are two friends in the park, but there are two more friends who joined. How many friends",FALSE,7,"Question: There were two friends at the park, but a few minutes later two friends joined. How many friends are in the park in total? 
Answer:",+,2,2,friends,joined,4,four,textual,133
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were nine friends at the park, but a few minutes later nine friends came along. How many friends are in the park in total? 
Answer: There are nine friends in the park.
",There are nine friends in the park.,TRUE,7,"Question: There were nine friends at the park, but a few minutes later nine friends came along. How many friends are in the park in total? 
Answer:",+,9,9,friends,came along,18,,textual,134
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were ten friends at the park, but a few minutes later nine friends came along. How many friends are in the park in total? 
Answer: There are ten friends in the park.
",There are ten friends in the park.,TRUE,7,"Question: There were ten friends at the park, but a few minutes later nine friends came along. How many friends are in the park in total? 
Answer:",+,10,9,friends,came along,19,,textual,135
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were three friends at the park, but a few minutes later three friends came along. How many friends are in the park in total? 
Answer: There are three friends in the park.
",There are three friends in the park.,FALSE,7,"Question: There were three friends at the park, but a few minutes later three friends came along. How many friends are in the park in total? 
Answer:",+,3,3,friends,came along,6,six,textual,136
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were five friends at the park, but a few minutes later two friends came along. How many friends are in the park in total? 
Answer: There are five friends in the park.
",There are five friends in the park.,FALSE,7,"Question: There were five friends at the park, but a few minutes later two friends came along. How many friends are in the park in total? 
Answer:",+,5,2,friends,came along,7,seven,textual,137
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were four kids at the park, but a few minutes later three kids came along. How many kids are in the park in total? 
Answer: There are four kids in the park.
",There are four kids in the park.,FALSE,7,"Question: There were four kids at the park, but a few minutes later three kids came along. How many kids are in the park in total? 
Answer:",+,4,3,kids,came along,7,seven,textual,138
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: There were five girls at the park, but a few minutes later two girls came along. How many girls are in the park in total? 
Answer: There are five girls in the park.
",There are five girls in the park.,FALSE,7,"Question: There were five girls at the park, but a few minutes later two girls came along. How many girls are in the park in total? 
Answer:",+,5,2,girls,came along,7,seven,textual,139
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had six apples, then he ate five apples. How many apples danny have now? 
Answer: He has now eaten six apples.
",He has now eaten six apples.,FALSE,1,"Question: Danny had six apples, then he ate five apples. How many apples danny have now? 
Answer:",-,6,5,apples,ate,1,one,textual,140
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had three candy bars, then he lost one candy bars. How many candy bars danny have now? 
Answer: 3
",3,FALSE,1,"Question: Danny had three candy bars, then he lost one candy bars. How many candy bars danny have now? 
Answer:",-,3,1,candy bars,lost,2,two,textual,141
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had three apples, then he ate three apples. How many apples danny have now? 
Answer: 3
",3,FALSE,1,"Question: Danny had three apples, then he ate three apples. How many apples danny have now? 
Answer:",-,3,3,apples,ate,0,zero,textual,142
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven candy bars, then he lost four candy bars. How many candy bars danny have now? 
Answer: 7
",7,FALSE,1,"Question: Danny had seven candy bars, then he lost four candy bars. How many candy bars danny have now? 
Answer:",-,7,4,candy bars,lost,3,three,textual,143
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had eight apples, then he ate seven apples. How many apples danny have now? 
Answer: He has now eaten seven apples.
",He has now eaten seven apples.,FALSE,1,"Question: Danny had eight apples, then he ate seven apples. How many apples danny have now? 
Answer:",-,8,7,apples,ate,1,one,textual,144
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven candy bars, then he ate four candy bars. How many candy bars danny have now? 
Answer: 7
",7,FALSE,1,"Question: Danny had seven candy bars, then he ate four candy bars. How many candy bars danny have now? 
Answer:",-,7,4,candy bars,ate,3,three,textual,145
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven oranges, then he ate four oranges. How many oranges danny have now? 
Answer: Seven.
",Seven.,FALSE,1,"Question: Danny had seven oranges, then he ate four oranges. How many oranges danny have now? 
Answer:",-,7,4,oranges,ate,3,three,textual,146
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had five candy bars, then he lost four candy bars. How many candy bars danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had five candy bars, then he lost four candy bars. How many candy bars danny have now? 
Answer:",-,5,4,candy bars,lost,1,one,textual,147
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had nine apples, then he lost four apples. How many apples danny have now? 
Answer: He has now 10 apples.
",He has now 10 apples.,FALSE,1,"Question: Danny had nine apples, then he lost four apples. How many apples danny have now? 
Answer:",-,9,4,apples,lost,5,five,textual,148
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had five apples, then he lost four apples. How many apples danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had five apples, then he lost four apples. How many apples danny have now? 
Answer:",-,5,4,apples,lost,1,one,textual,149
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven candy bars, then he lost three candy bars. How many candy bars danny have now? 
Answer: 7
",7,FALSE,1,"Question: Danny had seven candy bars, then he lost three candy bars. How many candy bars danny have now? 
Answer:",-,7,3,candy bars,lost,4,four,textual,150
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had three candy bars, then he ate two candy bars. How many candy bars danny have now? 
Answer: 3
",3,FALSE,1,"Question: Danny had three candy bars, then he ate two candy bars. How many candy bars danny have now? 
Answer:",-,3,2,candy bars,ate,1,one,textual,151
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had nine candy bars, then he lost one candy bars. How many candy bars danny have now? 
Answer: 9
",9,FALSE,1,"Question: Danny had nine candy bars, then he lost one candy bars. How many candy bars danny have now? 
Answer:",-,9,1,candy bars,lost,8,eight,textual,152
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had ten candy bars, then he ate one candy bars. How many candy bars danny have now? 
Answer: He has ten candy bars.
",He has ten candy bars.,FALSE,1,"Question: Danny had ten candy bars, then he ate one candy bars. How many candy bars danny have now? 
Answer:",-,10,1,candy bars,ate,9,nine,textual,153
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven apples, then he lost two apples. How many apples danny have now? 
Answer: 7
",7,FALSE,1,"Question: Danny had seven apples, then he lost two apples. How many apples danny have now? 
Answer:",-,7,2,apples,lost,5,five,textual,154
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had one orange, then he lost one oranges. How many orange danny have now? 
Answer: 3
",3,FALSE,1,"Question: Danny had one orange, then he lost one oranges. How many orange danny have now? 
Answer:",-,1,1,oranges,lost,0,zero,textual,155
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had four oranges, then he lost four oranges. How many oranges danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had four oranges, then he lost four oranges. How many oranges danny have now? 
Answer:",-,4,4,oranges,lost,0,zero,textual,156
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had seven oranges, then he lost three oranges. How many oranges danny have now? 
Answer: Seven.
",Seven.,FALSE,1,"Question: Danny had seven oranges, then he lost three oranges. How many oranges danny have now? 
Answer:",-,7,3,oranges,lost,4,four,textual,157
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had two candy bars, then he ate two candy bars. How many candy bars danny have now? 
Answer: 2
",2,FALSE,1,"Question: Danny had two candy bars, then he ate two candy bars. How many candy bars danny have now? 
Answer:",-,2,2,candy bars,ate,0,zero,textual,158
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: Danny had nine apples, then he lost one apples. How many apples danny have now? 
Answer: 9
",9,FALSE,1,"Question: Danny had nine apples, then he lost one apples. How many apples danny have now? 
Answer:",-,9,1,apples,lost,8,eight,textual,159
